# UNHCR Refugee Data Finder, 2024 (api.unhcr.org/population/v1/population).
# origin = country of origin, asylum = country of asylum. IDPs and returns sit on the origin==asylum rows.
origin	asylum	origin_name	asylum_name	refugees	asylum_seekers	returned_refugees	idps	returned_idps	stateless	other_of_concern	host_community
SRB	SVK	Serbia and Kosovo: S/RES/1244 (1999)	Slovakia	48	0	0	0	0	0	0	0
SRB	SVN	Serbia and Kosovo: S/RES/1244 (1999)	Slovenia	13	5	0	0	0	0	0	0
SRB	SWE	Serbia and Kosovo: S/RES/1244 (1999)	Sweden	951	59	0	0	0	0	0	0
SRB	UKR	Serbia and Kosovo: S/RES/1244 (1999)	Ukraine	5	0	0	0	0	0	0	0
SRB	USA	Serbia and Kosovo: S/RES/1244 (1999)	United States of America	975	1423	0	0	0	0	0	0
SSD	AUS	South Sudan	Australia	23	19	0	0	0	0	0	0
SSD	AUT	South Sudan	Austria	5	0	0	0	0	0	0	0
SSD	BDI	South Sudan	Burundi	7	0	0	0	0	0	0	0
SSD	BEL	South Sudan	Belgium	45	40	0	0	0	0	0	0
SSD	CAF	South Sudan	Central African Rep.	3204	22	1539	0	0	0	0	0
SSD	CAN	South Sudan	Canada	26	28	0	0	0	0	0	0
SSD	CHE	South Sudan	Switzerland	183	53	0	0	0	0	0	0
SSD	CMR	South Sudan	Cameroon	15	18	0	0	0	0	0	0
SSD	COD	South Sudan	Dem. Rep. of the Congo	55325	234	2348	0	0	0	6	0
SSD	COG	South Sudan	Congo	5	11	0	0	0	0	0	0
SSD	CUB	South Sudan	Cuba	0	5	0	0	0	0	0	0
SSD	DEU	South Sudan	Germany	175	134	0	0	0	0	0	0
SSD	DNK	South Sudan	Denmark	42	0	0	0	0	0	0	0
SSD	DZA	South Sudan	Algeria	0	5	0	0	0	0	0	0
SSD	EGY	South Sudan	Egypt	26571	19592	0	0	0	0	0	0
SSD	ERI	South Sudan	Eritrea	5	0	0	0	0	0	0	0
SSD	ESP	South Sudan	Spain	11	15	0	0	0	0	0	0
SSD	ETH	South Sudan	Ethiopia	420129	9547	92816	0	0	0	5	0
SSD	FIN	South Sudan	Finland	8	0	0	0	0	0	0	0
SSD	FRA	South Sudan	France	669	198	0	0	0	0	0	0
SSD	GBR	South Sudan	United Kingdom of Great Britain and Northern Ireland	489	471	0	0	0	0	0	0
SSD	GHA	South Sudan	Ghana	7	0	0	0	0	0	0	0
SSD	GRC	South Sudan	Greece	41	26	0	0	0	0	0	0
SSD	IND	South Sudan	India	10	26	0	0	0	0	0	0
SSD	IRL	South Sudan	Ireland	6	5	0	0	0	0	0	0
SSD	IRQ	South Sudan	Iraq	0	5	0	0	0	0	0	0
SSD	ISL	South Sudan	Iceland	6	6	0	0	0	0	0	0
SSD	ISR	South Sudan	Israel	72	50	0	0	0	0	59	0
SSD	ITA	South Sudan	Italy	135	84	0	0	0	0	0	0
SSD	JOR	South Sudan	Jordan	19	0	0	0	0	0	0	0
SSD	KEN	South Sudan	Kenya	192825	85	2248	0	0	0	0	0
SSD	LBN	South Sudan	Lebanon	45	0	0	0	0	0	0	0
SSD	LBR	South Sudan	Liberia	5	0	0	0	0	0	0	0
SSD	LBY	South Sudan	Libya	46	1302	0	0	0	0	0	0
SSD	LTU	South Sudan	Lithuania	11	0	0	0	0	0	0	0
SSD	LUX	South Sudan	Luxembourg	0	20	0	0	0	0	0	0
SSD	MAR	South Sudan	Morocco	34	243	0	0	0	0	0	0
SSD	MLT	South Sudan	Malta	0	5	0	0	0	0	0	0
SSD	MYS	South Sudan	Malaysia	64	17	0	0	0	0	0	0
SSD	NER	South Sudan	Niger	19	14	0	0	0	0	0	0
SSD	NGA	South Sudan	Nigeria	0	10	0	0	0	0	0	0
SSD	NLD	South Sudan	Netherlands (Kingdom of the)	168	33	0	0	0	0	0	0
SSD	NOR	South Sudan	Norway	868	7	0	0	0	0	0	0
SSD	PRT	South Sudan	Portugal	16	0	0	0	0	0	0	0
SSD	RWA	South Sudan	Rwanda	38	27	0	0	0	0	0	0
SSD	SDN	South Sudan	Sudan	613052	0	292919	0	0	0	0	0
SSD	SSD	South Sudan	South Sudan	0	0	0	944631	0	0	0	1327345
SSD	SWE	South Sudan	Sweden	921	5	0	0	0	0	0	0
SSD	SYR	South Sudan	Syrian Arab Rep.	59	0	0	0	0	0	0	0
SSD	TCD	South Sudan	Chad	75	0	0	0	0	0	0	0
SSD	TUN	South Sudan	Tunisia	38	173	0	0	0	0	0	0
SSD	UGA	South Sudan	Uganda	975020	59	12874	0	0	0	0	0
SSD	USA	South Sudan	United States of America	71	222	0	0	0	0	0	0
SSD	ZMB	South Sudan	Zambia	8	0	0	0	0	0	0	0
SSD	ZWE	South Sudan	Zimbabwe	6	25	0	0	0	0	0	0
STP	BRA	Sao Tome and Principe	Brazil	0	5	0	0	0	0	0	0
STP	DEU	Sao Tome and Principe	Germany	0	10	0	0	0	0	0	0
STP	FRA	Sao Tome and Principe	France	5	0	0	0	0	0	0	0
STP	USA	Sao Tome and Principe	United States of America	0	5	0	0	0	0	0	0
SUR	BEL	Suriname	Belgium	0	36	0	0	0	0	0	0
SUR	BRA	Suriname	Brazil	0	46	0	0	0	0	0	0
SUR	CAN	Suriname	Canada	7	9	0	0	0	0	0	0
SUR	FRA	Suriname	France	24	15	0	0	0	0	0	0
SUR	MEX	Suriname	Mexico	0	21	0	0	0	0	0	0
SUR	NLD	Suriname	Netherlands (Kingdom of the)	7	10	0	0	0	0	0	0
SUR	URY	Suriname	Uruguay	0	9	0	0	0	0	0	0
SUR	USA	Suriname	United States of America	12	105	0	0	0	0	0	0
SVK	AUS	Slovakia	Australia	0	5	0	0	0	0	0	0
SVK	CAN	Slovakia	Canada	411	72	0	0	0	0	0	0
SVK	CHE	Slovakia	Switzerland	0	5	0	0	0	0	0	0
SVK	DEU	Slovakia	Germany	65	0	0	0	0	0	0	0
SVK	DNK	Slovakia	Denmark	7	0	0	0	0	0	0	0
SVK	FRA	Slovakia	France	120	0	0	0	0	0	0	0
SVK	GBR	Slovakia	United Kingdom of Great Britain and Northern Ireland	0	5	0	0	0	0	0	0
SVK	MEX	Slovakia	Mexico	0	5	0	0	0	0	0	0
SVK	NLD	Slovakia	Netherlands (Kingdom of the)	10	0	0	0	0	0	0	0
SVK	NOR	Slovakia	Norway	8	0	0	0	0	0	0	0
SVK	RUS	Slovakia	Russian Federation	5	0	0	0	0	0	0	0
SVK	SWE	Slovakia	Sweden	38	0	0	0	0	0	0	0
SVK	USA	Slovakia	United States of America	0	45	0	0	0	0	0	0
SVN	BRA	Slovenia	Brazil	0	19	0	0	0	0	0	0
SVN	DEU	Slovenia	Germany	7	0	0	0	0	0	0	0
SVN	DNK	Slovenia	Denmark	5	0	0	0	0	0	0	0
SVN	PER	Slovenia	Peru	0	39	0	0	0	0	0	0
SVN	SWE	Slovenia	Sweden	5	0	0	0	0	0	0	0
SVN	USA	Slovenia	United States of America	0	42	0	0	0	0	0	0
SWE	AUS	Sweden	Australia	0	50	0	0	0	0	0	0
SWE	BRA	Sweden	Brazil	0	5	0	0	0	0	0	0
SWE	CAN	Sweden	Canada	28	80	0	0	0	0	0	0
SWE	CHE	Sweden	Switzerland	0	0	5	0	0	0	0	0
SWE	DEU	Sweden	Germany	23	10	0	0	0	0	0	0
SWE	GBR	Sweden	United Kingdom of Great Britain and Northern Ireland	5	35	0	0	0	0	0	0
SWE	LBN	Sweden	Lebanon	0	0	0	0	0	0	5	0
SWE	NOR	Sweden	Norway	42	0	0	0	0	0	0	0
SWE	USA	Sweden	United States of America	0	115	0	0	0	0	0	0
SWZ	AUS	Eswatini	Australia	0	23	0	0	0	0	0	0
SWZ	CAN	Eswatini	Canada	10	20	0	0	0	0	0	0
SWZ	DEU	Eswatini	Germany	0	11	0	0	0	0	0	0
SWZ	GBR	Eswatini	United Kingdom of Great Britain and Northern Ireland	40	6	0	0	0	0	0	0
SWZ	IRL	Eswatini	Ireland	56	359	0	0	0	0	0	0
SWZ	ISR	Eswatini	Israel	0	7	0	0	0	0	0	0
SWZ	ITA	Eswatini	Italy	5	0	0	0	0	0	0	0
SWZ	LUX	Eswatini	Luxembourg	0	5	0	0	0	0	0	0
SWZ	NLD	Eswatini	Netherlands (Kingdom of the)	0	6	0	0	0	0	0	0
SWZ	NZL	Eswatini	New Zealand	0	5	0	0	0	0	0	0
SWZ	PRT	Eswatini	Portugal	25	0	0	0	0	0	0	0
SWZ	SWZ	Eswatini	Eswatini	0	0	0	0	0	0	12	0
SWZ	USA	Eswatini	United States of America	5	96	0	0	0	0	0	0
SWZ	ZAF	Eswatini	South Africa	9	5	0	0	0	0	0	0
SYC	GBR	Seychelles	United Kingdom of Great Britain and Northern Ireland	10	0	0	0	0	0	0	0
SYC	ITA	Seychelles	Italy	0	10	0	0	0	0	0	0
SYC	USA	Seychelles	United States of America	0	8	0	0	0	0	0	0
SYR	AGO	Syrian Arab Rep.	Angola	0	5	0	0	0	0	0	0
SYR	ALB	Syrian Arab Rep.	Albania	34	0	0	0	0	0	0	0
SYR	ARE	Syrian Arab Rep.	United Arab Emirates	534	5772	0	0	0	0	7	0
SYR	ARG	Syrian Arab Rep.	Argentina	388	41	0	0	0	0	0	0
SYR	ARM	Syrian Arab Rep.	Armenia	4916	18	0	0	0	0	0	0
SYR	AUS	Syrian Arab Rep.	Australia	169	146	0	0	0	0	0	0
SYR	AUT	Syrian Arab Rep.	Austria	105143	12762	0	0	0	0	0	0
SYR	AZE	Syrian Arab Rep.	Azerbaijan	34	0	0	0	0	0	0	0
SYR	BEL	Syrian Arab Rep.	Belgium	19372	5434	0	0	0	0	0	0
SYR	BEN	Syrian Arab Rep.	Benin	46	20	0	0	0	0	0	0
SYR	BFA	Syrian Arab Rep.	Burkina Faso	0	5	0	0	0	0	0	0
SYR	BGR	Syrian Arab Rep.	Bulgaria	31877	4036	0	0	0	0	0	0
SYR	BHR	Syrian Arab Rep.	Bahrain	5	0	0	0	0	0	0	0
SYR	BIH	Syrian Arab Rep.	Bosnia and Herzegovina	19	42	0	0	0	0	78	0
SYR	BLR	Syrian Arab Rep.	Belarus	20	5	0	0	0	0	0	0
SYR	BOL	Syrian Arab Rep.	Bolivia (Plurinational State of)	22	0	0	0	0	0	0	0
SYR	BRA	Syrian Arab Rep.	Brazil	6535	62	0	0	0	0	0	0
SYR	CAN	Syrian Arab Rep.	Canada	1480	1739	0	0	0	0	0	0
SYR	CHE	Syrian Arab Rep.	Switzerland	20133	548	24	0	0	0	0	0
SYR	CHL	Syrian Arab Rep.	Chile	113	31	0	0	0	0	0	0
SYR	CHN	Syrian Arab Rep.	China	18	0	0	0	0	0	0	0
SYR	CIV	Syrian Arab Rep.	Cote d'Ivoire	164	9	0	0	0	0	0	0
SYR	CMR	Syrian Arab Rep.	Cameroon	14	0	0	0	0	0	0	0
SYR	COD	Syrian Arab Rep.	Dem. Rep. of the Congo	21	37	0	0	0	0	0	0
SYR	COG	Syrian Arab Rep.	Congo	19	5	0	0	0	0	0	0
SYR	COL	Syrian Arab Rep.	Colombia	13	0	0	0	0	0	0	0
SYR	CRI	Syrian Arab Rep.	Costa Rica	6	39	0	0	0	0	0	0
SYR	CUB	Syrian Arab Rep.	Cuba	32	8	0	0	0	0	0	0
SYR	CYP	Syrian Arab Rep.	Cyprus	14571	13838	0	0	0	0	0	0
SYR	CZE	Syrian Arab Rep.	Czechia	295	41	0	0	0	0	0	0
SYR	DEU	Syrian Arab Rep.	Germany	725102	62959	0	0	0	0	0	0
SYR	DJI	Syrian Arab Rep.	Djibouti	10	17	0	0	0	0	0	0
SYR	DNK	Syrian Arab Rep.	Denmark	21177	409	0	0	0	0	0	0
SYR	DOM	Syrian Arab Rep.	Dominican Rep.	0	5	0	0	0	0	0	0
SYR	DZA	Syrian Arab Rep.	Algeria	8742	95	0	0	0	0	0	0
SYR	ECU	Syrian Arab Rep.	Ecuador	171	0	0	0	0	0	0	0
SYR	EGY	Syrian Arab Rep.	Egypt	147797	0	9440	0	0	0	0	0
SYR	ESP	Syrian Arab Rep.	Spain	17986	600	0	0	0	0	0	0
SYR	EST	Syrian Arab Rep.	Estonia	72	0	0	0	0	0	0	0
SYR	ETH	Syrian Arab Rep.	Ethiopia	118	630	0	0	0	0	0	0
SYR	FIN	Syrian Arab Rep.	Finland	2708	374	0	0	0	0	0	0
SYR	FRA	Syrian Arab Rep.	France	45381	953	0	0	0	0	0	0
SYR	GBR	Syrian Arab Rep.	United Kingdom of Great Britain and Northern Ireland	19614	7029	0	0	0	0	0	0
SYR	GEO	Syrian Arab Rep.	Georgia	439	27	0	0	0	0	0	0
SYR	GHA	Syrian Arab Rep.	Ghana	289	10	0	0	0	0	0	0
SYR	GIN	Syrian Arab Rep.	Guinea	14	0	0	0	0	0	0	0
SYR	GMB	Syrian Arab Rep.	Gambia	6	0	0	0	0	0	0	0
SYR	GRC	Syrian Arab Rep.	Greece	18046	7563	0	0	0	0	0	0
SYR	HRV	Syrian Arab Rep.	Croatia	572	133	0	0	0	0	6	0
SYR	HUN	Syrian Arab Rep.	Hungary	800	0	0	0	0	0	0	0
SYR	IDN	Syrian Arab Rep.	Indonesia	15	43	0	0	0	0	0	0
SYR	IND	Syrian Arab Rep.	India	46	89	0	0	0	0	0	0
SYR	IRL	Syrian Arab Rep.	Ireland	1424	377	0	0	0	0	0	0
SYR	IRQ	Syrian Arab Rep.	Iraq	303611	0	23896	0	0	0	0	0
SYR	ISL	Syrian Arab Rep.	Iceland	541	30	0	0	0	0	0	0
SYR	ITA	Syrian Arab Rep.	Italy	3600	326	0	0	0	0	0	0
SYR	JOR	Syrian Arab Rep.	Jordan	611473	0	65268	0	0	0	0	0
SYR	JPN	Syrian Arab Rep.	Japan	463	0	0	0	0	0	0	0
SYR	KAZ	Syrian Arab Rep.	Kazakhstan	11	5	0	0	0	0	0	0
SYR	KEN	Syrian Arab Rep.	Kenya	6	5	0	0	0	0	0	0
SYR	KGZ	Syrian Arab Rep.	Kyrgyzstan	49	5	0	0	0	0	0	0
SYR	KOR	Syrian Arab Rep.	Rep. of Korea	1281	200	0	0	0	0	0	0
SYR	KWT	Syrian Arab Rep.	Kuwait	127	75	0	0	0	0	0	0
SYR	LBN	Syrian Arab Rep.	Lebanon	755426	0	254651	0	0	0	3209	0
SYR	LBR	Syrian Arab Rep.	Liberia	67	107	0	0	0	0	0	0
SYR	LBY	Syrian Arab Rep.	Libya	352	8226	0	0	0	0	0	0
SYR	LIE	Syrian Arab Rep.	Liechtenstein	35	5	0	0	0	0	0	0
SYR	LTU	Syrian Arab Rep.	Lithuania	509	5	0	0	0	0	0	0
SYR	LUX	Syrian Arab Rep.	Luxembourg	2115	920	0	0	0	0	0	0
SYR	LVA	Syrian Arab Rep.	Latvia	302	5	0	0	0	0	0	0
SYR	MAR	Syrian Arab Rep.	Morocco	5442	6	0	0	0	0	0	0
SYR	MCO	Syrian Arab Rep.	Monaco	5	0	0	0	0	0	0	0
SYR	MDA	Syrian Arab Rep.	Rep. of Moldova	252	28	0	0	0	0	0	0
SYR	MDG	Syrian Arab Rep.	Madagascar	5	5	0	0	0	0	0	0
SYR	MEX	Syrian Arab Rep.	Mexico	42	45	0	0	0	0	0	0
SYR	MKD	Syrian Arab Rep.	North Macedonia	0	11	0	0	0	0	34	0
SYR	MLI	Syrian Arab Rep.	Mali	40	29	0	0	0	0	0	0
SYR	MLT	Syrian Arab Rep.	Malta	2394	240	0	0	0	0	0	0
SYR	MNE	Syrian Arab Rep.	Montenegro	0	5	0	0	0	0	0	0
SYR	MOZ	Syrian Arab Rep.	Mozambique	0	5	0	0	0	0	0	0
SYR	MRT	Syrian Arab Rep.	Mauritania	348	146	0	0	0	0	0	0
SYR	MUS	Syrian Arab Rep.	Mauritius	0	5	0	0	0	0	0	0
SYR	MYS	Syrian Arab Rep.	Malaysia	401	2281	0	0	0	0	0	0
SYR	NER	Syrian Arab Rep.	Niger	5	5	0	0	0	0	0	0
SYR	NGA	Syrian Arab Rep.	Nigeria	608	1031	0	0	0	0	0	0
SYR	NLD	Syrian Arab Rep.	Netherlands (Kingdom of the)	70656	15191	0	0	0	0	0	0
SYR	NOR	Syrian Arab Rep.	Norway	17609	2370	0	0	0	0	0	0
SYR	NZL	Syrian Arab Rep.	New Zealand	48	11	0	0	0	0	0	0
SYR	OMN	Syrian Arab Rep.	Oman	8	6	0	0	0	0	0	0
SYR	PAK	Syrian Arab Rep.	Pakistan	53	26	0	0	0	0	0	0
SYR	PAN	Syrian Arab Rep.	Panama	5	0	0	0	0	0	0	0
SYR	PER	Syrian Arab Rep.	Peru	46	87	0	0	0	0	0	0
SYR	PHL	Syrian Arab Rep.	Philippines	151	106	0	0	0	0	0	0
SYR	POL	Syrian Arab Rep.	Poland	174	140	0	0	0	0	0	0
SYR	PRT	Syrian Arab Rep.	Portugal	1005	0	0	0	0	0	0	0
SYR	PRY	Syrian Arab Rep.	Paraguay	79	19	0	0	0	0	0	0
SYR	QAT	Syrian Arab Rep.	Qatar	26	13	0	0	0	0	0	0
SYR	ROU	Syrian Arab Rep.	Romania	2555	137	0	0	0	0	0	0
SYR	RUS	Syrian Arab Rep.	Russian Federation	142	700	0	0	0	0	0	0
SYR	RWA	Syrian Arab Rep.	Rwanda	6	0	0	0	0	0	0	0
SYR	SAU	Syrian Arab Rep.	Saudi Arabia	281	3576	0	0	0	0	0	0
SYR	SDN	Syrian Arab Rep.	Sudan	9860	0	0	0	0	0	0	0
SYR	SEN	Syrian Arab Rep.	Senegal	0	5	0	0	0	0	0	0
SYR	SOM	Syrian Arab Rep.	Somalia	1591	178	0	0	0	0	0	0
SYR	SRB	Syrian Arab Rep.	Serbia and Kosovo: S/RES/1244 (1999)	51	21	0	0	0	0	82	0
SYR	SVK	Syrian Arab Rep.	Slovakia	69	0	0	0	0	0	0	0
SYR	SVN	Syrian Arab Rep.	Slovenia	373	36	0	0	0	0	0	0
SYR	SWE	Syrian Arab Rep.	Sweden	25632	727	0	0	0	0	0	0
SYR	SWZ	Syrian Arab Rep.	Eswatini	0	5	0	0	0	0	0	0
SYR	SYR	Syrian Arab Rep.	Syrian Arab Rep.	0	0	0	7408909	513896	0	0	16471143
SYR	TCD	Syrian Arab Rep.	Chad	38	15	0	0	0	0	0	0
SYR	TGO	Syrian Arab Rep.	Togo	9	11	0	0	0	0	0	0
SYR	THA	Syrian Arab Rep.	Thailand	173	17	0	0	0	0	0	0
SYR	TTO	Syrian Arab Rep.	Trinidad and Tobago	42	39	0	0	0	0	0	0
SYR	TUN	Syrian Arab Rep.	Tunisia	2390	0	0	0	0	0	0	0
SYR	TUR	Syrian Arab Rep.	Türkiye	2901478	0	159439	0	0	0	0	0
SYR	TZA	Syrian Arab Rep.	United Rep. of Tanzania	15	37	0	0	0	0	0	0
SYR	UGA	Syrian Arab Rep.	Uganda	42	5	0	0	0	0	0	0
SYR	UKR	Syrian Arab Rep.	Ukraine	507	11	0	0	0	0	0	0
SYR	URY	Syrian Arab Rep.	Uruguay	66	6	0	0	0	0	0	0
SYR	USA	Syrian Arab Rep.	United States of America	8410	3652	0	0	0	0	0	0
SYR	VEN	Syrian Arab Rep.	Venezuela (Bolivarian Republic of)	33	6	0	0	0	0	0	0
SYR	YEM	Syrian Arab Rep.	Yemen	2421	441	0	0	0	0	0	0
SYR	ZAF	Syrian Arab Rep.	South Africa	40	15	0	0	0	0	0	0
SYR	ZMB	Syrian Arab Rep.	Zambia	58	13	0	0	0	0	0	0
TCA	MLI	Turks and Caicos Islands	Mali	0	6	0	0	0	0	0	0
TCA	USA	Turks and Caicos Islands	United States of America	14	0	0	0	0	0	0	0
TCD	AGO	Chad	Angola	189	779	0	0	0	0	0	0
TCD	AUS	Chad	Australia	0	8	0	0	0	0	0	0
TCD	AUT	Chad	Austria	9	9	0	0	0	0	0	0
TCD	BEL	Chad	Belgium	65	52	0	0	0	0	0	0
TCD	BEN	Chad	Benin	152	118	0	0	0	0	0	0
TCD	BFA	Chad	Burkina Faso	55	5	0	0	0	0	0	0
TCD	CAF	Chad	Central African Rep.	5001	7814	0	0	0	0	0	0
TCD	CAN	Chad	Canada	866	2279	0	0	0	0	0	0
TCD	CHE	Chad	Switzerland	28	17	0	0	0	0	0	0
TCD	CIV	Chad	Cote d'Ivoire	5	9	0	0	0	0	0	0
TCD	CMR	Chad	Cameroon	1780	2498	12	0	0	0	94	0
TCD	COD	Chad	Dem. Rep. of the Congo	6	6	0	0	0	0	21	0
TCD	COG	Chad	Congo	39	98	0	0	0	0	0	0
TCD	DEU	Chad	Germany	172	76	0	0	0	0	0	0
TCD	DNK	Chad	Denmark	10	0	0	0	0	0	0	0
TCD	DZA	Chad	Algeria	0	54	0	0	0	0	0	0
TCD	EGY	Chad	Egypt	59	89	0	0	0	0	0	0
TCD	ESP	Chad	Spain	45	25	0	0	0	0	0	0
TCD	ETH	Chad	Ethiopia	0	5	0	0	0	0	0	0
TCD	FRA	Chad	France	4054	674	0	0	0	0	0	0
TCD	GAB	Chad	Gabon	20	34	0	0	0	0	0	0
TCD	GBR	Chad	United Kingdom of Great Britain and Northern Ireland	336	117	0	0	0	0	0	0
TCD	GHA	Chad	Ghana	44	12	0	0	0	0	0	0
TCD	GRC	Chad	Greece	9	0	0	0	0	0	0	0
TCD	IRL	Chad	Ireland	5	5	0	0	0	0	0	0
TCD	ISL	Chad	Iceland	5	0	0	0	0	0	0	0
TCD	ISR	Chad	Israel	5	5	0	0	0	0	0	0
TCD	ITA	Chad	Italy	177	80	0	0	0	0	0	0
TCD	JOR	Chad	Jordan	12	5	0	0	0	0	0	0
TCD	LBN	Chad	Lebanon	0	5	0	0	0	0	0	0
TCD	LUX	Chad	Luxembourg	0	5	0	0	0	0	0	0
TCD	MAR	Chad	Morocco	8	126	0	0	0	0	0	0
TCD	MEX	Chad	Mexico	0	10	0	0	0	0	0	0
TCD	MLI	Chad	Mali	5	22	0	0	0	0	0	0
TCD	MLT	Chad	Malta	0	15	0	0	0	0	0	0
TCD	MRT	Chad	Mauritania	0	5	0	0	0	0	0	0
TCD	NER	Chad	Niger	140	11902	0	0	0	0	0	0
TCD	NGA	Chad	Nigeria	59	34	0	0	0	0	0	0
TCD	NLD	Chad	Netherlands (Kingdom of the)	6	22	0	0	0	0	0	0
TCD	NOR	Chad	Norway	5	0	0	0	0	0	0	0
TCD	PHL	Chad	Philippines	0	20	0	0	0	0	0	0
TCD	POL	Chad	Poland	0	5	0	0	0	0	0	0
TCD	RWA	Chad	Rwanda	6	0	0	0	0	0	0	0
TCD	SDN	Chad	Sudan	955	6	0	0	0	0	7	0
TCD	SEN	Chad	Senegal	5	22	0	0	0	0	0	0
TCD	SSD	Chad	South Sudan	20	6	0	0	0	0	0	0
TCD	SWE	Chad	Sweden	16	0	0	0	0	0	0	0
TCD	SYR	Chad	Syrian Arab Rep.	9	0	0	0	0	0	0	0
TCD	TCD	Chad	Chad	0	0	0	220610	0	0	317279	0
TCD	TGO	Chad	Togo	10	14	0	0	0	0	0	0
TCD	TUN	Chad	Tunisia	5	70	0	0	0	0	0	0
TCD	UGA	Chad	Uganda	5	10	0	0	0	0	0	0
TCD	USA	Chad	United States of America	215	1062	0	0	0	0	0	0
TGO	AUT	Togo	Austria	8	6	0	0	0	0	0	0
TGO	BEL	Togo	Belgium	95	282	0	0	0	0	0	0
TGO	BEN	Togo	Benin	4717	50	0	0	0	0	0	0
TGO	BFA	Togo	Burkina Faso	17	472	0	0	0	0	0	0
TGO	BRA	Togo	Brazil	81	538	0	0	0	0	0	0
TGO	CAN	Togo	Canada	194	778	0	0	0	0	0	0
TGO	CHE	Togo	Switzerland	434	19	0	0	0	0	0	0
TGO	CIV	Togo	Cote d'Ivoire	19	6	0	0	0	0	0	0
TGO	CMR	Togo	Cameroon	18	21	0	0	0	0	0	0
TGO	CYP	Togo	Cyprus	0	13	0	0	0	0	0	0
TGO	DEU	Togo	Germany	915	535	0	0	0	0	0	0
TGO	DNK	Togo	Denmark	5	0	0	0	0	0	0	0
TGO	DZA	Togo	Algeria	0	29	0	0	0	0	0	0
TGO	EGY	Togo	Egypt	0	6	0	0	0	0	0	0
TGO	ESP	Togo	Spain	5	35	0	0	0	0	0	0
TGO	FRA	Togo	France	1262	137	0	0	0	0	0	0
TGO	GAB	Togo	Gabon	5	0	0	0	0	0	0	0
TGO	GBR	Togo	United Kingdom of Great Britain and Northern Ireland	25	13	0	0	0	0	0	0
TGO	GHA	Togo	Ghana	3404	14	0	0	0	0	0	0
TGO	GIN	Togo	Guinea	8	0	0	0	0	0	0	0
TGO	GMB	Togo	Gambia	15	0	0	0	0	0	0	0
TGO	GRC	Togo	Greece	78	19	0	0	0	0	0	0
TGO	IRL	Togo	Ireland	27	45	0	0	0	0	0	0
TGO	ISR	Togo	Israel	0	34	0	0	0	0	0	0
TGO	ITA	Togo	Italy	683	270	0	0	0	0	0	0
TGO	LBN	Togo	Lebanon	0	5	0	0	0	0	0	0
TGO	LBR	Togo	Liberia	5	0	0	0	0	0	0	0
TGO	LUX	Togo	Luxembourg	8	10	0	0	0	0	0	0
TGO	MAR	Togo	Morocco	0	17	0	0	0	0	0	0
TGO	MEX	Togo	Mexico	23	117	0	0	0	0	0	0
TGO	MLI	Togo	Mali	38	0	0	0	0	0	0	0
TGO	MLT	Togo	Malta	0	5	0	0	0	0	0	0
TGO	MRT	Togo	Mauritania	14	245	0	0	0	0	0	0
TGO	NER	Togo	Niger	5	7	0	0	0	0	0	0
TGO	NGA	Togo	Nigeria	14	0	0	0	0	0	0	0
TGO	NLD	Togo	Netherlands (Kingdom of the)	21	5	0	0	0	0	0	0
TGO	PER	Togo	Peru	0	7	0	0	0	0	0	0
TGO	PRT	Togo	Portugal	8	0	0	0	0	0	0	0
TGO	SEN	Togo	Senegal	0	13	0	0	0	0	0	0
TGO	SWE	Togo	Sweden	6	0	0	0	0	0	0	0
TGO	TGO	Togo	Togo	0	0	0	9680	0	0	0	0
TGO	TUN	Togo	Tunisia	0	5	0	0	0	0	0	0
TGO	USA	Togo	United States of America	516	1488	0	0	0	0	0	0
TGO	ZAF	Togo	South Africa	12	5	0	0	0	0	0	0
THA	AUS	Thailand	Australia	14	2536	0	0	0	0	0	0
THA	AUT	Thailand	Austria	5	0	0	0	0	0	0	0
THA	BRA	Thailand	Brazil	0	44	0	0	0	0	0	0
THA	CAN	Thailand	Canada	22	39	0	0	0	0	0	0
THA	CHE	Thailand	Switzerland	5	0	0	0	0	0	0	0
THA	DEU	Thailand	Germany	37	34	0	0	0	0	0	0
THA	DNK	Thailand	Denmark	20	0	0	0	0	0	0	0
THA	ESP	Thailand	Spain	0	15	0	0	0	0	0	0
THA	FRA	Thailand	France	27	0	0	0	0	0	0	0
THA	GBR	Thailand	United Kingdom of Great Britain and Northern Ireland	50	325	0	0	0	0	0	0
THA	IRL	Thailand	Ireland	0	5	0	0	0	0	0	0
THA	ISR	Thailand	Israel	0	187	0	0	0	0	0	0
THA	ITA	Thailand	Italy	0	58	0	0	0	0	0	0
THA	KOR	Thailand	Rep. of Korea	10	189	0	0	0	0	0	0
THA	MYS	Thailand	Malaysia	23	13	0	0	0	0	0	0
THA	NLD	Thailand	Netherlands (Kingdom of the)	10	0	0	0	0	0	0	0
THA	NOR	Thailand	Norway	16	0	0	0	0	0	0	0
THA	NZL	Thailand	New Zealand	6	8	0	0	0	0	0	0
THA	PER	Thailand	Peru	0	6	0	0	0	0	0	0
THA	PHL	Thailand	Philippines	5	0	0	0	0	0	0	0
THA	SWE	Thailand	Sweden	21	10	0	0	0	0	0	0
THA	USA	Thailand	United States of America	29	548	0	0	0	0	0	0
THA	ZAF	Thailand	South Africa	0	5	0	0	0	0	0	0
TIB	BEL	Tibetan	Belgium	5	0	0	0	0	0	0	0
